customer_id,campaign,response,response_date,purchase,purchase_date,product_id,Rowid,age,age_youngest_child,average#balance#feed#index,branch,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,marital,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,X_random
22397,3,0,,0,,,6915,29,0,318,"Catburg",29,"F",0,0,0,33,38139.000000,"S",6,12,"24",6,0,5,2,16,49,11.151300,2
22397,1,0,,0,,,6916,29,0,318,"Catburg",29,"F",0,0,0,33,38139.000000,"S",6,12,"24",6,0,5,2,16,49,11.151300,2
22400,2,0,,0,,,6917,45,17,0,"Queensbury",45,"M",0,0,0,74,38069.000000,"M",4,-6,"0",0,1,0,0,10,15,0.000000,2
22403,2,1,2006-07-17 00:00:00,0,,183,1781,51,22,73,"Kingsville",51,"M",0,1,0,72,38087.000000,"M",2,19,"24",0,3,4,1,7,19,7.669000,3
22412,3,0,,0,,,6918,23,0,0,"Queensbury",23,"F",0,0,0,49,38112.000000,"S",2,-3,"0",3,1,0,0,12,38,0.000000,2
22412,2,0,,0,,,6919,23,0,0,"Queensbury",23,"F",0,0,0,49,38112.000000,"S",2,-3,"0",3,1,0,0,12,38,0.000000,2
22414,2,0,,0,,,6920,59,33,0,"Queensbury",59,"M",0,0,0,32,38057.000000,"S",4,-6,"0",6,0,0,0,16,50,0.000000,3
22420,1,0,,0,,,6921,49,19,49,"Ravensville",49,"M",0,0,0,57,38142.000000,"M",5,29,"36",2,2,1,1,6,35,8.715670,2
22420,2,1,2006-07-11 00:00:00,0,,183,1256,49,19,49,"Ravensville",49,"M",0,0,0,57,38142.000000,"M",5,29,"36",2,2,1,1,6,35,8.715670,2
22422,2,0,,0,,,6922,49,15,0,"Catburg",49,"M",0,0,0,55,38139.000000,"S",3,41,"48",2,1,0,0,7,37,0.000000,1
22422,3,0,,0,,,6923,49,15,0,"Catburg",49,"M",0,0,0,55,38139.000000,"S",3,41,"48",2,1,0,0,7,37,0.000000,1
22426,2,0,,0,,,6924,38,10,384,"Foxton",38,"M",0,0,0,54,38081.000000,"S",6,7,"12",2,0,2,1,9,35,11.939000,3
22427,2,1,2006-07-16 00:00:00,1,,183,1665,40,10,606,"Foxton",40,"M",0,0,0,46,38108.000000,"M",4,17,"24",4,2,1,19,14,39,25.954500,3
22428,3,0,,0,,,6925,31,3,619,"Ravensville",31,"M",0,0,0,46,38108.000000,"U",4,7,"12",4,0,3,24,14,39,31.056801,2
22428,2,1,2006-07-09 00:00:00,1,,183,1094,31,3,619,"Ravensville",31,"M",0,0,0,46,38108.000000,"U",4,7,"12",4,0,3,24,14,39,31.056801,2
22429,2,0,,0,,,6926,32,3,0,"Ravensville",32,"M",0,0,0,44,38077.000000,"S",2,37,"48",4,2,0,0,19,35,0.000000,2
22436,2,0,,0,,,6927,42,13,76,"Queensbury",42,"M",0,0,0,46,38218.000000,"S",5,18,"24",4,1,2,1,14,39,7.302330,3
22440,3,0,,0,,,6928,42,10,468,"Kingsville",42,"F",0,0,0,52,38160.000000,"U",5,33,"36",3,1,1,4,8,38,11.868000,1
22440,2,0,,0,,,6929,42,10,468,"Kingsville",42,"F",0,0,0,52,38160.000000,"U",5,33,"36",3,1,1,4,8,38,11.868000,1
22443,2,0,,0,,,6930,20,0,0,"Queensbury",20,"M",0,0,0,59,38248.000000,"S",2,31,"36",1,1,0,0,9,31,0.000000,1
22443,3,0,,0,,,6931,20,0,0,"Queensbury",20,"M",0,0,0,59,38248.000000,"S",2,31,"36",1,1,0,0,9,31,0.000000,1
22445,2,0,,0,,,6932,62,33,169,"Foxton",62,"F",0,0,0,57,38240.000000,"U",4,37,"48",2,0,5,2,8,33,9.886320,1
22446,3,0,,0,,,6933,33,6,0,"Kingsville",33,"F",0,0,0,57,38240.000000,"U",5,31,"36",2,0,0,0,8,33,0.000000,3
22446,2,0,,0,,,6934,33,6,0,"Kingsville",33,"F",0,0,0,57,38240.000000,"U",5,31,"36",2,0,0,0,8,33,0.000000,3
22447,3,0,,0,,,6935,35,11,0,"Queensbury",35,"F",0,0,0,60,38160.000000,"S",3,33,"36",1,0,0,0,7,31,0.000000,1
22447,2,0,,0,,,6936,35,11,0,"Queensbury",35,"F",0,0,0,60,38160.000000,"S",3,33,"36",1,0,0,0,7,31,0.000000,1
22453,2,0,,0,,,6937,39,10,0,"Foxton",39,"M",0,0,0,57,38190.000000,"U",5,-5,"0",2,1,1,0,11,30,0.000000,2
22454,2,0,,0,,,6938,90,58,0,"Catburg",90,"M",0,0,0,57,38190.000000,"M",4,-3,"0",2,3,0,0,11,30,0.000000,2
22463,2,0,,0,,,6939,23,0,19,"Foxton",23,"M",0,0,0,66,38154.000000,"S",5,33,"36",0,1,2,1,2,30,9.915990,3
22472,2,0,,0,,,6940,62,25,232,"Kingsville",62,"M",0,0,0,53,38162.000000,"S",2,21,"24",2,1,3,2,11,34,8.428990,1
22474,2,0,,0,,,6941,48,19,0,"Catburg",48,"M",0,1,0,66,38211.000000,"S",4,-2,"0",0,1,0,0,9,23,0.000000,2
22478,2,0,,0,,,6942,31,4,99,"Princeton",31,"F",0,0,0,52,38247.000000,"M",5,27,"36",3,1,6,3,10,37,10.327300,1
22486,2,0,,0,,,6943,31,0,137,"Ravensville",31,"F",0,0,0,64,38211.000000,"S",4,17,"24",1,1,2,1,11,24,9.490670,1
22488,2,0,,0,,,6944,37,8,0,"Kingsville",37,"M",0,0,0,64,38211.000000,"U",4,-5,"0",1,1,0,0,11,24,0.000000,3
22489,2,0,,0,,,6945,34,7,21,"Queensbury",34,"M",0,0,0,59,38211.000000,"M",7,14,"24",1,1,1,1,8,32,7.719990,2
22497,2,1,2006-07-28 00:00:00,0,,421,2624,44,15,256,"Catburg",44,"F",0,0,0,57,38187.000000,"U",7,16,"24",2,2,4,2,13,29,10.861300,3
22498,3,0,,0,,,6946,20,0,0,"Princeton",20,"F",0,0,0,57,38187.000000,"S",7,15,"24",2,2,0,0,13,29,0.000000,3
22498,2,0,,0,,,6947,20,0,0,"Princeton",20,"F",0,0,0,57,38187.000000,"S",7,15,"24",2,2,0,0,13,29,0.000000,3
22499,2,1,2006-07-08 00:00:00,0,,183,1018,70,40,235,"Princeton",70,"F",0,0,0,57,38230.000000,"M",1,19,"24",2,1,4,2,10,31,8.423000,1
22505,2,0,,0,,,6948,26,0,0,"Queensbury",26,"F",0,0,0,59,38164.000000,"S",4,30,"36",1,2,0,0,11,29,0.000000,3
22505,3,0,,0,,,6949,26,0,0,"Queensbury",26,"F",0,0,0,59,38164.000000,"S",4,30,"36",1,2,0,0,11,29,0.000000,3
22506,2,0,,0,,,6950,58,32,0,"Ravensville",58,"F",0,1,0,59,38164.000000,"M",3,33,"36",1,1,0,0,11,29,0.000000,3
22509,2,0,,0,,,6951,32,3,0,"Princeton",32,"F",0,0,0,54,38160.000000,"U",6,-4,"0",2,0,0,0,10,34,0.000000,2
22517,2,0,,0,,,6952,31,5,62,"Kingsville",31,"M",0,0,0,44,38152.000000,"M",7,14,"24",4,2,4,3,15,39,14.095300,2
22522,2,0,,0,,,6953,37,4,41,"Foxton",37,"F",0,0,0,64,38250.000000,"U",4,20,"24",1,2,2,1,11,23,11.973300,1
22531,3,0,,0,,,6954,45,22,185,"Catburg",45,"F",0,0,0,57,38168.000000,"S",2,29,"36",2,1,1,1,9,33,8.479000,3
22531,4,0,,0,,,6955,45,22,185,"Catburg",45,"F",0,0,0,57,38168.000000,"S",2,29,"36",2,1,1,1,9,33,8.479000,3
22532,2,0,,0,,,6956,42,9,0,"Catburg",42,"F",0,0,0,57,38168.000000,"S",3,12,"24",2,0,0,0,9,33,0.000000,3
22544,2,0,,0,,,6957,17,0,0,"Catburg",17,"M",0,0,0,58,38239.000000,"S",5,-3,"0",2,0,0,0,13,28,0.000000,1
22557,3,0,,0,,,6958,45,18,128,"Queensbury",45,"M",0,0,0,50,38152.000000,"U",3,22,"24",3,0,1,1,8,40,8.824000,2
22557,4,0,,0,,,6959,45,18,128,"Queensbury",45,"M",0,0,0,50,38152.000000,"U",3,22,"24",3,0,1,1,8,40,8.824000,2
22558,2,0,,0,,,6960,51,20,0,"Kingsville",51,"F",0,0,0,50,38152.000000,"S",2,41,"48",3,0,0,0,8,40,0.000000,3
22558,3,0,,0,,,6961,51,20,0,"Kingsville",51,"F",0,0,0,50,38152.000000,"S",2,41,"48",3,0,0,0,8,40,0.000000,3
22567,2,0,,0,,,6962,36,5,0,"Queensbury",36,"M",0,0,0,48,38154.000000,"U",6,11,"24",3,1,0,0,12,39,0.000000,1
22567,3,0,,0,,,6963,36,5,0,"Queensbury",36,"M",0,0,0,48,38154.000000,"U",6,11,"24",3,1,0,0,12,39,0.000000,1
22570,2,0,,0,,,6964,44,16,0,"Princeton",44,"M",0,0,0,44,38224.000000,"U",5,35,"36",4,3,0,0,11,43,0.000000,1
22572,2,0,,0,,,6965,46,23,0,"Ravensville",46,"F",0,0,0,44,38224.000000,"M",4,36,"48",4,1,0,0,11,43,0.000000,2
22574,2,0,,0,,,6966,37,11,0,"Foxton",37,"F",0,0,0,72,38176.000000,"S",5,35,"36",0,2,0,0,11,16,0.000000,2
22586,3,0,,0,,,6967,50,17,148,"Princeton",50,"F",0,0,0,50,38226.000000,"S",5,16,"24",3,3,2,1,7,42,10.372300,3
22586,2,0,,0,,,6968,50,17,148,"Princeton",50,"F",0,0,0,50,38226.000000,"S",5,16,"24",3,3,2,1,7,42,10.372300,3
22588,2,0,,0,,,6969,48,16,0,"Queensbury",48,"F",0,0,0,43,38168.000000,"M",5,-2,"0",4,2,0,0,16,39,0.000000,3
22588,3,0,,0,,,6970,48,16,0,"Queensbury",48,"F",0,0,0,43,38168.000000,"M",5,-2,"0",4,2,0,0,16,39,0.000000,3
22591,2,0,,0,,,6971,34,4,0,"Kingsville",34,"F",0,0,0,46,38212.000000,"M",7,23,"36",4,1,0,0,16,37,0.000000,3
22591,3,0,,0,,,6972,34,4,0,"Kingsville",34,"F",0,0,0,46,38212.000000,"M",7,23,"36",4,1,0,0,16,37,0.000000,3
22592,2,0,,0,,,6973,35,3,0,"Ravensville",35,"F",0,0,0,51,38244.000000,"S",6,20,"24",3,0,0,0,18,30,0.000000,3
22602,1,0,,0,,,6974,35,6,80,"Queensbury",35,"M",0,1,0,40,38245.000000,"M",6,12,"24",4,1,3,1,22,37,8.112330,1
22604,2,0,,0,,,6975,36,3,0,"Foxton",36,"F",0,0,0,40,38245.000000,"S",6,-6,"0",4,2,0,0,22,37,0.000000,3
22604,3,0,,0,,,6976,36,3,0,"Foxton",36,"F",0,0,0,40,38245.000000,"S",6,-6,"0",4,2,0,0,22,37,0.000000,3
22605,2,0,,0,,,6977,37,8,0,"Queensbury",37,"M",0,0,0,40,38245.000000,"M",6,11,"12",4,7,0,0,22,37,0.000000,3
22612,2,0,,0,,,6978,40,10,1338,"Queensbury",40,"M",0,0,0,47,38214.000000,"M",7,33,"36",3,2,6,6,7,44,13.783900,1
22617,2,0,,0,,,6979,34,3,0,"Foxton",34,"F",0,0,0,59,38237.000000,"S",7,9,"12",2,0,0,0,14,26,0.000000,2
22617,3,0,,0,,,6980,34,3,0,"Foxton",34,"F",0,0,0,59,38237.000000,"S",7,9,"12",2,0,0,0,14,26,0.000000,2
22620,1,0,,0,,,6981,37,4,594,"Kingsville",37,"M",0,0,0,55,38231.000000,"M",5,12,"24",2,0,2,28,8,36,34.763599,3
22630,4,0,,0,,,6982,33,6,177,"Princeton",33,"M",0,0,0,47,38215.000000,"U",2,29,"36",3,0,3,2,10,41,8.458990,2
22634,3,0,,0,,,6983,43,13,0,"Princeton",43,"F",0,0,0,71,38228.000000,"S",2,25,"36",0,0,0,0,3,25,0.000000,3
22634,2,0,,0,,,6984,43,13,0,"Princeton",43,"F",0,0,0,71,38228.000000,"S",2,25,"36",0,0,0,0,3,25,0.000000,3
22647,2,0,,0,,,6985,43,16,0,"Foxton",43,"M",0,0,0,63,38161.000000,"S",2,24,"36",1,0,0,0,5,31,0.000000,3
22654,2,0,,0,,,6986,48,17,0,"Kingsville",48,"F",0,0,0,59,38187.000000,"M",4,-5,"0",1,5,0,0,11,28,0.000000,3
22655,3,0,,0,,,6987,34,5,0,"Kingsville",34,"F",0,0,0,59,38187.000000,"U",4,-3,"0",1,1,0,0,11,28,0.000000,1
22655,2,0,,0,,,6988,34,5,0,"Kingsville",34,"F",0,0,0,59,38187.000000,"U",4,-3,"0",1,1,0,0,11,28,0.000000,1
22657,1,0,,0,,,6989,39,7,89,"Queensbury",39,"M",0,0,0,66,38183.000000,"S",5,40,"48",0,0,2,1,10,23,8.789000,3
22657,3,0,,0,,,6990,39,7,89,"Queensbury",39,"M",0,0,0,66,38183.000000,"S",5,40,"48",0,0,2,1,10,23,8.789000,3
22659,4,0,,0,,,6991,48,19,94,"Queensbury",48,"F",0,0,0,41,38165.000000,"U",3,29,"36",4,1,4,1,10,47,7.322330,3
22660,2,0,,0,,,6992,32,2,0,"Catburg",32,"M",0,0,0,41,38165.000000,"U",4,13,"24",4,1,0,0,10,47,0.000000,1
22665,2,0,,0,,,6993,61,27,0,"Princeton",61,"F",0,0,0,67,38175.000000,"M",4,7,"12",0,1,0,0,7,25,0.000000,2
22671,2,0,,0,,,6994,20,0,0,"Foxton",20,"M",0,0,0,48,38189.000000,"S",7,-1,"0",3,0,0,0,16,35,0.000000,3
22671,3,0,,0,,,6995,20,0,0,"Foxton",20,"M",0,0,0,48,38189.000000,"S",7,-1,"0",3,0,0,0,16,35,0.000000,3
22673,2,0,,0,,,6996,18,0,0,"Catburg",18,"F",0,0,0,48,38189.000000,"S",7,38,"48",3,0,0,0,16,35,0.000000,3
22673,3,0,,0,,,6997,18,0,0,"Catburg",18,"F",0,0,0,48,38189.000000,"S",7,38,"48",3,0,0,0,16,35,0.000000,3
22677,2,0,,0,,,6998,21,0,294,"Kingsville",21,"F",0,0,0,58,38165.000000,"S",3,5,"12",2,1,2,1,9,32,10.635700,2
22686,3,0,,0,,,6999,16,0,284,"Catburg",16,"F",0,0,0,49,38244.000000,"S",3,22,"24",3,0,3,1,13,37,10.482300,1
22686,4,0,,0,,,7000,16,0,284,"Catburg",16,"F",0,0,0,49,38244.000000,"S",3,22,"24",3,0,3,1,13,37,10.482300,1
22687,2,0,,0,,,7001,57,27,0,"Princeton",57,"F",0,0,0,49,38244.000000,"S",2,32,"36",3,0,0,0,13,37,0.000000,1
22689,2,0,,0,,,7002,44,15,0,"Ravensville",44,"M",0,0,0,49,38244.000000,"S",3,28,"36",3,0,0,0,13,37,0.000000,3
22690,2,0,,0,,,7003,66,33,0,"Foxton",66,"M",0,1,0,61,38219.000000,"M",5,28,"36",1,1,0,0,6,32,0.000000,1
22691,2,0,,0,,,7004,37,6,0,"Queensbury",37,"M",0,0,0,65,38236.000000,"S",5,28,"36",0,0,0,0,10,23,0.000000,1
22691,3,0,,0,,,7005,37,6,0,"Queensbury",37,"M",0,0,0,65,38236.000000,"S",5,28,"36",0,0,0,0,10,23,0.000000,1
22692,3,0,,0,,,7006,39,10,0,"Queensbury",39,"M",0,0,0,65,38236.000000,"U",5,20,"24",0,1,0,0,10,23,0.000000,2
22692,2,0,,0,,,7007,39,10,0,"Queensbury",39,"M",0,0,0,65,38236.000000,"U",5,20,"24",0,1,0,0,10,23,0.000000,2
22708,2,0,,0,,,7008,16,0,188,"Ravensville",16,"M",0,0,0,50,38157.000000,"S",5,26,"36",3,2,1,1,8,41,12.079000,2
22708,3,0,,0,,,7009,16,0,188,"Ravensville",16,"M",0,0,0,50,38157.000000,"S",5,26,"36",3,2,1,1,8,41,12.079000,2
22710,2,0,,0,,,7010,56,27,0,"Princeton",56,"M",0,0,0,66,38218.000000,"M",1,-2,"0",0,0,0,0,6,27,0.000000,2
22711,3,0,,0,,,7011,51,20,0,"Queensbury",51,"F",0,0,0,66,38218.000000,"U",1,36,"48",0,0,0,0,6,27,0.000000,1
22711,2,0,,0,,,7012,51,20,0,"Queensbury",51,"F",0,0,0,66,38218.000000,"U",1,36,"48",0,0,0,0,6,27,0.000000,1
22713,1,0,,0,,,7013,44,19,161,"Princeton",44,"M",0,0,0,65,38164.000000,"U",2,39,"48",0,1,5,3,9,25,10.794300,2
22713,3,0,,0,,,7014,44,19,161,"Princeton",44,"M",0,0,0,65,38164.000000,"U",2,39,"48",0,1,5,3,9,25,10.794300,2
22714,2,0,,0,,,7015,45,13,0,"Queensbury",45,"M",0,0,0,65,38164.000000,"U",3,14,"24",0,1,0,0,9,25,0.000000,3
22721,3,0,,0,,,7016,39,7,248,"Foxton",39,"F",0,0,0,62,38190.000000,"S",7,31,"36",1,2,5,2,12,24,10.223000,2
22721,2,0,,0,,,7017,39,7,248,"Foxton",39,"F",0,0,0,62,38190.000000,"S",7,31,"36",1,2,5,2,12,24,10.223000,2
22723,2,0,,0,,,7018,25,0,199,"Foxton",25,"F",0,0,0,54,38216.000000,"S",4,15,"24",2,1,4,1,10,34,10.032300,2
22736,4,0,,0,,,7019,41,14,447,"Ravensville",41,"F",0,0,0,49,38155.000000,"U",2,29,"36",3,0,1,3,18,32,9.587990,1
22743,2,0,,0,,,7020,40,13,190,"Catburg",40,"M",0,0,0,46,38182.000000,"S",3,17,"24",3,0,4,2,21,31,10.723300,2
22745,2,0,,0,,,7021,35,6,264,"Ravensville",35,"F",0,0,0,53,38212.000000,"S",5,19,"24",2,1,3,2,11,34,8.543990,2
22747,2,0,,0,,,7022,46,20,0,"Ravensville",46,"F",0,0,0,51,38153.000000,"M",5,-4,"0",3,1,2,0,13,34,0.000000,1
22762,2,0,,0,,,7023,46,17,0,"Ravensville",46,"M",0,1,0,37,38208.000000,"U",5,10,"12",5,1,0,0,12,49,0.000000,3
22766,2,0,,0,,,7024,44,13,0,"Ravensville",44,"M",0,0,0,40,38245.000000,"U",5,-2,"0",5,2,0,0,14,44,0.000000,3
22771,2,0,,0,,,7025,47,15,0,"Foxton",47,"M",0,0,0,45,38168.000000,"M",6,24,"36",4,1,0,0,9,44,0.000000,1
22784,1,0,,0,,,7026,14,0,385,"Foxton",14,"M",0,0,0,45,38229.000000,"S",4,39,"48",4,0,6,3,13,40,11.451700,3
22785,2,0,,0,,,7027,41,12,149,"Kingsville",41,"F",0,0,0,45,38229.000000,"S",4,9,"12",4,0,1,1,13,40,7.349000,1
22785,3,0,,0,,,7028,41,12,149,"Kingsville",41,"F",0,0,0,45,38229.000000,"S",4,9,"12",4,0,1,1,13,40,7.349000,1
22786,2,0,,0,,,7029,46,18,746,"Kingsville",46,"M",0,0,0,45,38229.000000,"U",4,25,"36",4,1,2,12,13,40,19.148399,2
22790,2,0,,0,,,7030,35,12,0,"Foxton",35,"F",0,0,0,44,38242.000000,"S",5,36,"48",4,0,0,0,18,37,0.000000,3
22795,2,0,,0,,,7031,44,19,0,"Princeton",44,"F",0,0,0,52,38198.000000,"U",5,5,"12",3,1,0,0,12,35,0.000000,3
22797,2,0,,0,,,7032,17,0,0,"Catburg",17,"F",0,0,0,52,38198.000000,"S",6,-3,"0",3,0,0,0,12,35,0.000000,1
22798,4,0,,0,,,7033,47,19,158,"Foxton",47,"F",0,0,0,43,38250.000000,"M",2,41,"48",4,3,3,2,13,43,11.076300,2
22798,2,0,,0,,,7034,47,19,158,"Foxton",47,"F",0,0,0,43,38250.000000,"M",2,41,"48",4,3,3,2,13,43,11.076300,2
22803,3,0,,0,,,7035,37,10,95,"Foxton",37,"M",0,0,0,62,38191.000000,"S",7,23,"24",1,0,2,1,11,26,8.389000,2
22803,2,0,,0,,,7036,37,10,95,"Foxton",37,"M",0,0,0,62,38191.000000,"S",7,23,"24",1,0,2,1,11,26,8.389000,2
22816,2,0,,0,,,7037,31,4,0,"Catburg",31,"F",0,0,0,67,38239.000000,"M",7,19,"24",0,1,0,0,5,26,0.000000,2
22816,3,0,,0,,,7038,31,4,0,"Catburg",31,"F",0,0,0,67,38239.000000,"M",7,19,"24",0,1,0,0,5,26,0.000000,2
22822,2,0,,0,,,7039,42,14,0,"Catburg",42,"M",0,0,0,64,38201.000000,"M",5,12,"24",1,1,0,0,13,21,0.000000,1
22822,3,0,,0,,,7040,42,14,0,"Catburg",42,"M",0,0,0,64,38201.000000,"M",5,12,"24",1,1,0,0,13,21,0.000000,1
22824,2,0,,0,,,7041,47,16,821,"Queensbury",47,"M",0,0,0,64,38207.000000,"U",3,8,"12",0,0,2,4,9,25,11.367000,2
22846,2,0,,0,,,7042,42,18,98,"Catburg",42,"M",0,0,0,45,38172.000000,"M",3,24,"36",4,2,3,2,13,40,8.527280,1
22846,3,0,,0,,,7043,42,18,98,"Catburg",42,"M",0,0,0,45,38172.000000,"M",3,24,"36",4,2,3,2,13,40,8.527280,1
22853,4,0,,0,,,7044,48,19,349,"Princeton",48,"F",0,0,0,47,38227.000000,"U",2,40,"48",3,0,1,1,9,42,11.115700,1
22854,2,0,,0,,,7045,35,4,0,"Foxton",35,"M",0,0,0,63,38220.000000,"S",7,22,"24",1,1,0,0,9,26,0.000000,2
22857,2,1,2006-07-13 00:00:00,1,,183,1444,38,5,65,"Foxton",38,"F",0,0,0,63,38184.000000,"M",5,24,"36",1,1,3,7,10,26,13.624100,2
22858,2,0,,0,,,7046,53,22,0,"Foxton",53,"F",0,0,0,62,38163.000000,"U",3,37,"48",1,0,0,0,7,30,0.000000,1
22859,2,0,,0,,,7047,21,0,0,"Catburg",21,"M",0,0,0,62,38163.000000,"S",4,22,"24",1,5,0,0,7,30,0.000000,2
22865,2,0,,0,,,7048,36,5,279,"Foxton",36,"F",0,0,0,51,38154.000000,"M",7,30,"36",3,1,2,2,13,34,8.745660,2
22869,2,0,,0,,,7049,47,20,0,"Foxton",47,"M",0,0,0,46,38223.000000,"M",3,38,"48",3,1,0,0,11,41,0.000000,3
22870,2,1,2006-07-20 00:00:00,0,,183,1976,61,29,269,"Kingsville",61,"M",0,1,0,63,38175.000000,"U",2,36,"48",1,0,2,1,10,26,8.435670,3
22891,2,0,,0,,,7050,22,0,0,"Ravensville",22,"M",0,0,0,53,38250.000000,"S",7,29,"36",2,0,0,0,12,34,0.000000,2
22893,1,0,,0,,,7051,71,43,141,"Foxton",71,"F",1,0,0,76,38204.000000,"U",1,41,"48",1,0,4,1,13,10,11.362300,2
22896,3,0,,0,,,7052,54,28,0,"Catburg",54,"M",0,0,0,48,38230.000000,"U",1,-5,"0",3,0,0,0,5,45,0.000000,2
22896,2,0,,0,,,7053,54,28,0,"Catburg",54,"M",0,0,0,48,38230.000000,"U",1,-5,"0",3,0,0,0,5,45,0.000000,2
22901,4,0,,0,,,7054,40,10,92,"Foxton",40,"F",0,1,0,44,38214.000000,"M",4,40,"48",4,1,4,2,9,45,10.391000,3
22909,2,0,,0,,,7055,40,12,0,"Kingsville",40,"F",0,0,0,45,38216.000000,"U",2,14,"24",4,1,0,0,16,37,0.000000,2
22909,3,0,,0,,,7056,40,12,0,"Kingsville",40,"F",0,0,0,45,38216.000000,"U",2,14,"24",4,1,0,0,16,37,0.000000,2
22912,2,0,,0,,,7057,37,7,0,"Queensbury",37,"F",0,0,0,67,38249.000000,"S",2,40,"48",0,0,0,0,8,24,0.000000,2
22912,3,0,,0,,,7058,37,7,0,"Queensbury",37,"F",0,0,0,67,38249.000000,"S",2,40,"48",0,0,0,0,8,24,0.000000,2
22913,2,0,,0,,,7059,50,23,100,"Ravensville",50,"F",0,0,0,63,38154.000000,"U",4,8,"12",1,1,3,3,7,29,10.358600,1
22919,2,0,,0,,,7060,35,7,0,"Foxton",35,"M",0,0,0,63,38154.000000,"S",5,6,"12",1,1,0,0,7,29,0.000000,1
22924,2,0,,0,,,7061,33,4,80,"Princeton",33,"F",0,0,0,63,38183.000000,"S",4,15,"24",1,0,3,2,11,25,8.379940,2
22924,3,0,,0,,,7062,33,4,80,"Princeton",33,"F",0,0,0,63,38183.000000,"S",4,15,"24",1,0,3,2,11,25,8.379940,2
22930,2,0,,0,,,7063,52,21,0,"Queensbury",52,"F",0,0,0,62,38244.000000,"M",1,11,"24",1,1,0,0,5,31,0.000000,2
22931,2,0,,0,,,7064,34,4,0,"Kingsville",34,"M",0,1,0,66,38236.000000,"M",7,40,"48",0,0,0,0,8,24,0.000000,2
22947,2,0,,0,,,7065,35,12,0,"Catburg",35,"F",0,0,0,42,38186.000000,"S",4,37,"48",4,0,0,0,10,47,0.000000,3
22962,2,0,,0,,,7066,58,31,0,"Kingsville",58,"F",0,0,0,64,38226.000000,"S",1,30,"36",1,0,0,0,13,22,0.000000,1
22969,2,0,,0,,,7067,39,9,0,"Princeton",39,"F",0,0,0,51,38206.000000,"S",7,23,"36",3,2,0,0,11,37,0.000000,1
22969,3,0,,0,,,7068,39,9,0,"Princeton",39,"F",0,0,0,51,38206.000000,"S",7,23,"36",3,2,0,0,11,37,0.000000,1
22976,2,0,,0,,,7069,50,20,0,"Catburg",50,"M",0,0,0,72,38198.000000,"S",5,28,"36",0,0,0,0,16,11,0.000000,3
22977,1,0,,0,,,7070,19,0,411,"Catburg",19,"M",0,0,0,57,38159.000000,"S",7,41,"48",2,0,3,3,8,34,9.665650,1
22978,2,0,,0,,,7071,25,0,0,"Foxton",25,"F",0,0,0,57,38159.000000,"S",7,15,"24",2,0,0,0,8,34,0.000000,1
22978,3,0,,0,,,7072,25,0,0,"Foxton",25,"F",0,0,0,57,38159.000000,"S",7,15,"24",2,0,0,0,8,34,0.000000,1
22982,2,1,2006-07-29 00:00:00,0,,183,2706,49,18,132,"Kingsville",49,"F",0,0,0,52,38151.000000,"U",7,26,"36",2,4,4,3,13,34,11.693100,2
22987,2,0,,0,,,7073,59,28,0,"Ravensville",59,"M",0,0,0,66,38200.000000,"S",2,-4,"0",0,0,2,0,13,19,0.000000,1
22990,2,0,,0,,,7074,40,13,0,"Kingsville",40,"F",0,0,0,66,38200.000000,"U",3,31,"36",0,0,0,0,13,19,0.000000,3
22990,3,0,,0,,,7075,40,13,0,"Kingsville",40,"F",0,0,0,66,38200.000000,"U",3,31,"36",0,0,0,0,13,19,0.000000,3
22993,2,0,,0,,,7076,28,0,586,"Foxton",28,"F",0,0,0,39,38165.000000,"S",2,17,"24",5,4,1,16,10,50,22.903999,3
22993,3,0,,0,,,7077,28,0,586,"Foxton",28,"F",0,0,0,39,38165.000000,"S",2,17,"24",5,4,1,16,10,50,22.903999,3
22994,2,0,,0,,,7078,35,1,193,"Catburg",35,"M",0,0,0,39,38165.000000,"U",2,29,"36",5,0,4,2,10,50,9.692990,1
22994,4,0,,0,,,7079,35,1,193,"Catburg",35,"M",0,0,0,39,38165.000000,"U",2,29,"36",5,0,4,2,10,50,9.692990,1
23000,2,0,,0,,,7080,52,24,358,"Ravensville",52,"M",0,0,0,60,38220.000000,"S",5,6,"12",1,4,3,2,7,32,9.358000,3
23003,3,0,,0,,,7081,25,0,0,"Kingsville",25,"M",0,0,0,59,38183.000000,"S",2,-4,"0",1,1,1,0,12,28,0.000000,1
23003,2,0,,0,,,7082,25,0,0,"Kingsville",25,"M",0,0,0,59,38183.000000,"S",2,-4,"0",1,1,1,0,12,28,0.000000,1
23010,2,0,,0,,,7083,15,0,0,"Ravensville",15,"M",0,0,0,57,38157.000000,"S",4,-2,"0",1,2,0,0,11,30,0.000000,2
23012,2,0,,0,,,7084,20,0,159,"Foxton",20,"M",0,0,0,51,38210.000000,"S",7,7,"12",3,0,4,2,8,39,10.059000,2
23012,3,0,,0,,,7085,20,0,159,"Foxton",20,"M",0,0,0,51,38210.000000,"S",7,7,"12",3,0,4,2,8,39,10.059000,2
23021,2,0,,0,,,7086,37,10,0,"Catburg",37,"M",0,0,0,58,38248.000000,"S",5,35,"36",2,0,0,0,5,36,0.000000,1
