CÛdigo IBGE do MunicÌpio;CÛdigo da Unidade da FederaÁ„o;Sigla da Unidade da FederaÁ„o;Nome das Grandes Regiıes;CÛdigo IBGE da Mesoregi„o;Nome da Mesoregi„o;CÛdigo IBGE da Microregi„o;Nome da Microregi„o;IDHM 1991;IDHM 2000;IDHM 2010
312530;31;MG;Sudeste;3112;Zona da Mata;31063;Muria⁄;0,415;0,545;0,687
312540;31;MG;Sudeste;3103;Jequitinhonha;31010;Diamantina;0,272;0,461;0,606
312550;31;MG;Sudeste;3103;Jequitinhonha;31010;Diamantina;0,367;0,537;0,64
312560;31;MG;Sudeste;3103;Jequitinhonha;31014;Almenara;0,344;0,461;0,583
312570;31;MG;Sudeste;3106;Central Mineira;31025;Curvelo;0,406;0,534;0,648
312580;31;MG;Sudeste;3108;Vale do Rio Doce;31037;Governador Valadares;0,339;0,507;0,646
312590;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31031;Itabira;0,325;0,457;0,603
312595;31;MG;Sudeste;3112;Zona da Mata;31063;Muria⁄;0,23;0,451;0,58
312600;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31029;Parﬂ de Minas;0,441;0,637;0,724
312610;31;MG;Sudeste;3109;Oeste de Minas;31044;Formiga;0,482;0,655;0,755
312620;31;MG;Sudeste;3101;Noroeste de Minas;31001;Una›;0,333;0,503;0,64
312630;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31047;Passos;0,422;0,582;0,67
312640;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31027;Sete Lagoas;0,399;0,56;0,696
312650;31;MG;Sudeste;3103;Jequitinhonha;31011;Capelinha;0,26;0,473;0,622
312660;31;MG;Sudeste;3102;Norte de Minas;31009;Bocai∑va;0,332;0,444;0,625
312670;31;MG;Sudeste;3102;Norte de Minas;31007;Montes Claros;0,358;0,48;0,654
312675;31;MG;Sudeste;3104;Vale do Mucuri;31015;Teæfilo Otoni;0,203;0,399;0,603
312680;31;MG;Sudeste;3104;Vale do Mucuri;31015;Teæfilo Otoni;0,242;0,401;0,59
312690;31;MG;Sudeste;3108;Vale do Rio Doce;31037;Governador Valadares;0,426;0,528;0,648
312695;31;MG;Sudeste;3108;Vale do Rio Doce;31036;Pe˛anha;0,186;0,405;0,543
312700;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31021;Frutal;0,492;0,626;0,684
312705;31;MG;Sudeste;3104;Vale do Mucuri;31016;Nanuque;0,328;0,421;0,592
312707;31;MG;Sudeste;3102;Norte de Minas;31005;Salinas;0,179;0,349;0,544
312710;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31021;Frutal;0,516;0,643;0,73
312720;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31027;Sete Lagoas;0,414;0,546;0,655
312730;31;MG;Sudeste;3108;Vale do Rio Doce;31037;Governador Valadares;0,37;0,531;0,654
312733;31;MG;Sudeste;3102;Norte de Minas;31004;Jana∑ba;0,293;0,461;0,65
312735;31;MG;Sudeste;3102;Norte de Minas;31007;Montes Claros;0,34;0,548;0,679
312737;31;MG;Sudeste;3108;Vale do Rio Doce;31041;Aimor⁄s;0,342;0,529;0,647
312738;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,424;0,612;0,716
312740;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31052;Pouso Alegre;0,399;0,574;0,683
312750;31;MG;Sudeste;3108;Vale do Rio Doce;31035;Guanh“es;0,285;0,436;0,606
312760;31;MG;Sudeste;3103;Jequitinhonha;31010;Diamantina;0,405;0,515;0,681
312770;31;MG;Sudeste;3108;Vale do Rio Doce;31037;Governador Valadares;0,508;0,635;0,727
312780;31;MG;Sudeste;3102;Norte de Minas;31008;Gr“o Mogol;0,323;0,465;0,604
312790;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31019;Patroc›nio;0,505;0,648;0,731
312800;31;MG;Sudeste;3108;Vale do Rio Doce;31035;Guanh“es;0,391;0,556;0,686
312810;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31050;Varginha;0,394;0,58;0,679
312820;31;MG;Sudeste;3112;Zona da Mata;31060;Ponte Nova;0,285;0,473;0,623
312825;31;MG;Sudeste;3102;Norte de Minas;31009;Bocai∑va;0,314;0,488;0,677
312830;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31048;S“o Sebasti“o do Para›so;0,447;0,599;0,701
312840;31;MG;Sudeste;3112;Zona da Mata;31064;Ubﬂ;0,447;0,567;0,677
312850;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,456;0,571;0,652
312860;31;MG;Sudeste;3101;Noroeste de Minas;31002;Paracatu;0,415;0,58;0,69
312870;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31048;S“o Sebasti“o do Para›so;0,532;0,652;0,751
312880;31;MG;Sudeste;3112;Zona da Mata;31064;Ubﬂ;0,423;0,562;0,683
312890;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31020;Patos de Minas;0,521;0,613;0,693
312900;31;MG;Sudeste;3112;Zona da Mata;31064;Ubﬂ;0,359;0,523;0,674
312910;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31017;Ituiutaba;0,398;0,587;0,68
312920;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31053;Santa Rita do Sapuca›;0,389;0,568;0,657
312930;31;MG;Sudeste;3108;Vale do Rio Doce;31040;Caratinga;0,341;0,521;0,654
312940;31;MG;Sudeste;3111;Campo das Vertentes;31059;Barbacena;0,363;0,525;0,657
312950;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31023;Araxﬂ;0,513;0,65;0,718
312960;31;MG;Sudeste;3102;Norte de Minas;31006;Pirapora;0,296;0,498;0,614
312965;31;MG;Sudeste;3102;Norte de Minas;31007;Montes Claros;0,292;0,399;0,591
312970;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31047;Passos;0,44;0,591;0,706
312980;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31030;Belo Horizonte;0,39;0,562;0,704
312990;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31051;Po˛os de Caldas;0,432;0,615;0,674
313000;31;MG;Sudeste;3109;Oeste de Minas;31046;Oliveira;0,486;0,58;0,675
313005;31;MG;Sudeste;3102;Norte de Minas;31003;Januﬂria;0,277;0,46;0,624
313010;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31030;Belo Horizonte;0,399;0,573;0,698
313020;31;MG;Sudeste;3109;Oeste de Minas;31043;Divinæpolis;0,412;0,554;0,651
313030;31;MG;Sudeste;3109;Oeste de Minas;31042;Piu›;0,453;0,639;0,707
313040;31;MG;Sudeste;3111;Campo das Vertentes;31057;Lavras;0,418;0,579;0,714
313050;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31050;Varginha;0,398;0,588;0,68
313055;31;MG;Sudeste;3108;Vale do Rio Doce;31040;Caratinga;0,24;0,448;0,553
313060;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31051;Po˛os de Caldas;0,413;0,566;0,692
313065;31;MG;Sudeste;3102;Norte de Minas;31005;Salinas;0,246;0,402;0,61
313070;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31018;Uberl‘ndia;0,404;0,573;0,674
313080;31;MG;Sudeste;3111;Campo das Vertentes;31057;Lavras;0,415;0,615;0,697
313090;31;MG;Sudeste;3108;Vale do Rio Doce;31040;Caratinga;0,391;0,546;0,658
313100;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31027;Sete Lagoas;0,425;0,573;0,702
313110;31;MG;Sudeste;3106;Central Mineira;31025;Curvelo;0,407;0,53;0,664
313115;31;MG;Sudeste;3108;Vale do Rio Doce;31040;Caratinga;0,307;0,514;0,665
313120;31;MG;Sudeste;3108;Vale do Rio Doce;31041;Aimor⁄s;0,407;0,571;0,693
313130;31;MG;Sudeste;3108;Vale do Rio Doce;31039;Ipatinga;0,519;0,684;0,771
313140;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31017;Ituiutaba;0,489;0,625;0,696
313150;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31052;Pouso Alegre;0,45;0,601;0,686
313160;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31019;Patroc›nio;0,476;0,608;0,695
313170;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31031;Itabira;0,505;0,649;0,756
313180;31;MG;Sudeste;3108;Vale do Rio Doce;31038;Mantena;0,363;0,544;0,653
313190;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31033;Ouro Preto;0,49;0,629;0,73
313200;31;MG;Sudeste;3102;Norte de Minas;31008;Gr“o Mogol;0,282;0,438;0,628
313210;31;MG;Sudeste;3102;Norte de Minas;31003;Januﬂria;0,336;0,511;0,641
313220;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31032;Itaguara;0,415;0,572;0,691
313230;31;MG;Sudeste;3104;Vale do Mucuri;31015;Teæfilo Otoni;0,259;0,414;0,552
313240;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31056;Itajubﬂ;0,575;0,691;0,787
313250;31;MG;Sudeste;3103;Jequitinhonha;31011;Capelinha;0,301;0,475;0,646
313260;31;MG;Sudeste;3112;Zona da Mata;31066;Cataguases;0,433;0,584;0,688
313270;31;MG;Sudeste;3108;Vale do Rio Doce;31037;Governador Valadares;0,365;0,503;0,634
313280;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31028;Concei˛“o do Mato Dentro;0,359;0,441;0,634
313290;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31048;S“o Sebasti“o do Para›so;0,446;0,595;0,674
313300;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31054;S“o Louren˛o;0,442;0,623;0,705
313310;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31054;S“o Louren˛o;0,512;0,67;0,739
313320;31;MG;Sudeste;3108;Vale do Rio Doce;31037;Governador Valadares;0,375;0,531;0,65
313330;31;MG;Sudeste;3103;Jequitinhonha;31013;Pedra Azul;0,369;0,542;0,629
313340;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31021;Frutal;0,476;0,626;0,723
313350;31;MG;Sudeste;3109;Oeste de Minas;31044;Formiga;0,476;0,625;0,713
313360;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31052;Pouso Alegre;0,442;0,554;0,72
313370;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31032;Itaguara;0,373;0,528;0,677
313375;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31047;Passos;0,55;0,656;0,776
313380;31;MG;Sudeste;3109;Oeste de Minas;31043;Divinæpolis;0,538;0,685;0,758
313390;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31034;Conselheiro Lafaiete;0,307;0,422;0,627
313400;31;MG;Sudeste;3103;Jequitinhonha;31012;Ara˛ua›;0,276;0,44;0,6
313410;31;MG;Sudeste;3108;Vale do Rio Doce;31041;Aimor⁄s;0,346;0,549;0,635
313420;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31017;Ituiutaba;0,535;0,653;0,739
313430;31;MG;Sudeste;3111;Campo das Vertentes;31057;Lavras;0,45;0,628;0,726
313440;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31021;Frutal;0,49;0,669;0,747
313450;31;MG;Sudeste;3111;Campo das Vertentes;31057;Lavras;0,411;0,615;0,727
313460;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31027;Sete Lagoas;0,374;0,524;0,681
313470;31;MG;Sudeste;3103;Jequitinhonha;31014;Almenara;0,323;0,471;0,62
313480;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31048;S“o Sebasti“o do Para›so;0,386;0,556;0,668
313490;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31051;Po˛os de Caldas;0,514;0,632;0,715
313500;31;MG;Sudeste;3108;Vale do Rio Doce;31039;Ipatinga;0,426;0,561;0,679
313505;31;MG;Sudeste;3102;Norte de Minas;31004;Jana∑ba;0,288;0,467;0,638
313507;31;MG;Sudeste;3108;Vale do Rio Doce;31037;Governador Valadares;0,342;0,469;0,609
313510;31;MG;Sudeste;3102;Norte de Minas;31004;Jana∑ba;0,429;0,58;0,696
313520;31;MG;Sudeste;3102;Norte de Minas;31003;Januﬂria;0,391;0,541;0,658
313530;31;MG;Sudeste;3106;Central Mineira;31026;Bom Despacho;0,386;0,644;0,721
313535;31;MG;Sudeste;3102;Norte de Minas;31007;Montes Claros;0,224;0,424;0,608
313540;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31032;Itaguara;0,345;0,534;0,661
313545;31;MG;Sudeste;3103;Jequitinhonha;31011;Capelinha;0,272;0,445;0,624
313550;31;MG;Sudeste;3112;Zona da Mata;31060;Ponte Nova;0,323;0,469;0,601
313560;31;MG;Sudeste;3102;Norte de Minas;31006;Pirapora;0,351;0,515;0,643
313570;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31027;Sete Lagoas;0,337;0,494;0,689
313580;31;MG;Sudeste;3103;Jequitinhonha;31014;Almenara;0,35;0,513;0,615
313590;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31054;S“o Louren˛o;0,375;0,59;0,658
313600;31;MG;Sudeste;3103;Jequitinhonha;31014;Almenara;0,294;0,442;0,587
313610;31;MG;Sudeste;3108;Vale do Rio Doce;31039;Ipatinga;0,313;0,481;0,626
313620;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31031;Itabira;0,548;0,672;0,758
313630;31;MG;Sudeste;3101;Noroeste de Minas;31002;Paracatu;0,419;0,581;0,697
313640;31;MG;Sudeste;3106;Central Mineira;31025;Curvelo;0,326;0,525;0,637
313650;31;MG;Sudeste;3103;Jequitinhonha;31014;Almenara;0,372;0,479;0,628
313652;31;MG;Sudeste;3103;Jequitinhonha;31011;Capelinha;0,233;0,463;0,632
313655;31;MG;Sudeste;3108;Vale do Rio Doce;31036;Pe˛anha;0,285;0,445;0,617
313657;31;MG;Sudeste;3102;Norte de Minas;31008;Gr“o Mogol;0,221;0,384;0,564
313660;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31031;Itabira;0,376;0,551;0,662
313665;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31030;Belo Horizonte;0,397;0,614;0,717
313670;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,594;0,703;0,778
313680;31;MG;Sudeste;3102;Norte de Minas;31007;Montes Claros;0,372;0,535;0,669
313690;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31048;S“o Sebasti“o do Para›so;0,371;0,576;0,723
313695;31;MG;Sudeste;3102;Norte de Minas;31003;Januﬂria;0,26;0,455;0,592
313700;31;MG;Sudeste;3104;Vale do Mucuri;31015;Teæfilo Otoni;0,244;0,395;0,541
313710;31;MG;Sudeste;3101;Noroeste de Minas;31002;Paracatu;0,433;0,61;0,718
313720;31;MG;Sudeste;3106;Central Mineira;31026;Bom Despacho;0,479;0,623;0,732
313730;31;MG;Sudeste;3102;Norte de Minas;31006;Pirapora;0,329;0,487;0,634
313740;31;MG;Sudeste;3111;Campo das Vertentes;31058;S“o Jo“o Del Rei;0,354;0,527;0,676
313750;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31020;Patos de Minas;0,438;0,59;0,703
313753;31;MG;Sudeste;3101;Noroeste de Minas;31002;Paracatu;0,333;0,571;0,679
313760;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31030;Belo Horizonte;0,511;0,656;0,777
313770;31;MG;Sudeste;3112;Zona da Mata;31061;Manhua˛u;0,382;0,525;0,661
313780;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31054;S“o Louren˛o;0,458;0,627;0,711
313790;31;MG;Sudeste;3112;Zona da Mata;31062;Vi˛osa;0,352;0,496;0,655
313800;31;MG;Sudeste;3112;Zona da Mata;31066;Cataguases;0,468;0,615;0,714
313810;31;MG;Sudeste;3102;Norte de Minas;31006;Pirapora;0,367;0,497;0,629
313820;31;MG;Sudeste;3111;Campo das Vertentes;31057;Lavras;0,545;0,678;0,782
313830;31;MG;Sudeste;3106;Central Mineira;31026;Bom Despacho;0,413;0,57;0,71
313835;31;MG;Sudeste;3103;Jequitinhonha;31011;Capelinha;0,351;0,511;0,67
313840;31;MG;Sudeste;3112;Zona da Mata;31066;Cataguases;0,489;0,627;0,726
313850;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31055;Andrel‘ndia;0,397;0,561;0,672
313860;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,434;0,584;0,71
313862;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31021;Frutal;0,347;0,586;0,71
313865;31;MG;Sudeste;3102;Norte de Minas;31007;Montes Claros;0,266;0,48;0,646
313867;31;MG;Sudeste;3112;Zona da Mata;31061;Manhua˛u;0,282;0,432;0,608
313868;31;MG;Sudeste;3102;Norte de Minas;31007;Montes Claros;0,237;0,428;0,614
313870;31;MG;Sudeste;3111;Campo das Vertentes;31057;Lavras;0,371;0,594;0,678
313880;31;MG;Sudeste;3106;Central Mineira;31026;Bom Despacho;0,511;0,662;0,724
313890;31;MG;Sudeste;3104;Vale do Mucuri;31016;Nanuque;0,376;0,475;0,64
313900;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31049;Alfenas;0,482;0,63;0,715
313910;31;MG;Sudeste;3111;Campo das Vertentes;31058;S“o Jo“o Del Rei;0,452;0,594;0,699
313920;31;MG;Sudeste;3104;Vale do Mucuri;31015;Teæfilo Otoni;0,321;0,482;0,618
313925;31;MG;Sudeste;3102;Norte de Minas;31004;Jana∑ba;0,241;0,44;0,618
313930;31;MG;Sudeste;3102;Norte de Minas;31003;Januﬂria;0,364;0,493;0,642
313940;31;MG;Sudeste;3112;Zona da Mata;31061;Manhua˛u;0,447;0,61;0,689
313950;31;MG;Sudeste;3112;Zona da Mata;31061;Manhua˛u;0,47;0,571;0,697
313960;31;MG;Sudeste;3108;Vale do Rio Doce;31038;Mantena;0,421;0,57;0,675
313970;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31027;Sete Lagoas;0,444;0,561;0,672
313980;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,475;0,616;0,684
313990;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31056;Itajubﬂ;0,398;0,572;0,702
314000;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31033;Ouro Preto;0,493;0,62;0,742
314010;31;MG;Sudeste;3108;Vale do Rio Doce;31037;Governador Valadares;0,351;0,465;0,615
314015;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31030;Belo Horizonte;0,355;0,545;0,699
314020;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,468;0,567;0,68
314030;31;MG;Sudeste;3108;Vale do Rio Doce;31039;Ipatinga;0,415;0,554;0,657
314040;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31056;Itajubﬂ;0,342;0,523;0,65
314050;31;MG;Sudeste;3106;Central Mineira;31026;Bom Despacho;0,415;0,585;0,669
314053;31;MG;Sudeste;3112;Zona da Mata;31061;Manhua˛u;0,373;0,539;0,635
314055;31;MG;Sudeste;3103;Jequitinhonha;31014;Almenara;0,237;0,44;0,581
314060;31;MG;Sudeste;3108;Vale do Rio Doce;31035;Guanh“es;0,349;0,461;0,597
314070;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31030;Belo Horizonte;0,464;0,605;0,704
314080;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,482;0,628;0,72
314085;31;MG;Sudeste;3102;Norte de Minas;31003;Januﬂria;0,242;0,429;0,616
314090;31;MG;Sudeste;3112;Zona da Mata;31061;Manhua˛u;0,358;0,503;0,631
314100;31;MG;Sudeste;3102;Norte de Minas;31004;Jana∑ba;0,351;0,505;0,662
314110;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31027;Sete Lagoas;0,48;0,647;0,731
314120;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31020;Patos de Minas;0,481;0,585;0,707
314130;31;MG;Sudeste;3109;Oeste de Minas;31042;Piu›;0,466;0,611;0,711
314140;31;MG;Sudeste;3103;Jequitinhonha;31013;Pedra Azul;0,326;0,477;0,624
314150;31;MG;Sudeste;3108;Vale do Rio Doce;31038;Mantena;0,348;0,448;0,626
314160;31;MG;Sudeste;3112;Zona da Mata;31064;Ubﬂ;0,374;0,529;0,664
314170;31;MG;Sudeste;3108;Vale do Rio Doce;31039;Ipatinga;0,32;0,528;0,656
314180;31;MG;Sudeste;3103;Jequitinhonha;31011;Capelinha;0,282;0,421;0,633
314190;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31055;Andrel‘ndia;0,411;0,589;0,658
314200;31;MG;Sudeste;3102;Norte de Minas;31007;Montes Claros;0,363;0,515;0,665
314210;31;MG;Sudeste;3112;Zona da Mata;31063;Muria⁄;0,332;0,525;0,663
314220;31;MG;Sudeste;3112;Zona da Mata;31063;Muria⁄;0,418;0,528;0,68
314225;31;MG;Sudeste;3102;Norte de Minas;31003;Januﬂria;0,205;0,453;0,593
314230;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31032;Itaguara;0,379;0,525;0,638
314240;31;MG;Sudeste;3106;Central Mineira;31026;Bom Despacho;0,516;0,645;0,721
314250;31;MG;Sudeste;3106;Central Mineira;31025;Curvelo;0,351;0,551;0,65
314260;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31050;Varginha;0,475;0,633;0,721
314270;31;MG;Sudeste;3102;Norte de Minas;31003;Januﬂria;0,361;0,5;0,613
314280;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31018;Uberl‘ndia;0,459;0,596;0,674
314290;31;MG;Sudeste;3102;Norte de Minas;31004;Jana∑ba;0,354;0,505;0,659
314300;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31048;S“o Sebasti“o do Para›so;0,399;0,56;0,688
314310;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31019;Patroc›nio;0,48;0,603;0,728
314315;31;MG;Sudeste;3103;Jequitinhonha;31014;Almenara;0,174;0,365;0,541
314320;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31048;S“o Sebasti“o do Para›so;0,488;0,621;0,71
314330;31;MG;Sudeste;3102;Norte de Minas;31007;Montes Claros;0,514;0,661;0,77
314340;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31051;Po˛os de Caldas;0,436;0,627;0,724
314345;31;MG;Sudeste;3102;Norte de Minas;31005;Salinas;0,257;0,409;0,587
314350;31;MG;Sudeste;3106;Central Mineira;31024;Tr€s Marias;0,409;0,565;0,696
314360;31;MG;Sudeste;3106;Central Mineira;31025;Curvelo;0,313;0,493;0,648
314370;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31028;Concei˛“o do Mato Dentro;0,341;0,551;0,597
314380;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31052;Pouso Alegre;0,431;0,527;0,647
314390;31;MG;Sudeste;3112;Zona da Mata;31063;Muria⁄;0,505;0,635;0,734
314400;31;MG;Sudeste;3108;Vale do Rio Doce;31041;Aimor⁄s;0,356;0,541;0,644
314410;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31048;S“o Sebasti“o do Para›so;0,493;0,641;0,74
314420;31;MG;Sudeste;3108;Vale do Rio Doce;31037;Governador Valadares;0,338;0,466;0,585
314430;31;MG;Sudeste;3104;Vale do Mucuri;31016;Nanuque;0,451;0,596;0,701
314435;31;MG;Sudeste;3108;Vale do Rio Doce;31039;Ipatinga;0,348;0,522;0,675
314437;31;MG;Sudeste;3101;Noroeste de Minas;31001;Una›;0,408;0,546;0,671
314440;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31053;Santa Rita do Sapuca›;0,443;0,641;0,693
314450;31;MG;Sudeste;3111;Campo das Vertentes;31058;S“o Jo“o Del Rei;0,408;0,588;0,69
314460;31;MG;Sudeste;3111;Campo das Vertentes;31057;Lavras;0,402;0,57;0,667
314465;31;MG;Sudeste;3102;Norte de Minas;31005;Salinas;0,198;0,371;0,556
314467;31;MG;Sudeste;3108;Vale do Rio Doce;31038;Mantena;0,222;0,437;0,592
314470;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31031;Itabira;0,486;0,634;0,709
314480;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31030;Belo Horizonte;0,523;0,684;0,813
314490;31;MG;Sudeste;3108;Vale do Rio Doce;31037;Governador Valadares;0,385;0,522;0,63
314500;31;MG;Sudeste;3105;Tri‘ngulo Mineiro/Alto Parana›ba;31023;Araxﬂ;0,488;0,617;0,701
314505;31;MG;Sudeste;3102;Norte de Minas;31004;Jana∑ba;0,327;0,518;0,641
314510;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31048;S“o Sebasti“o do Para›so;0,394;0,537;0,671
314520;31;MG;Sudeste;3109;Oeste de Minas;31043;Divinæpolis;0,436;0,614;0,715
314530;31;MG;Sudeste;3103;Jequitinhonha;31012;Ara˛ua›;0,235;0,427;0,571
314535;31;MG;Sudeste;3104;Vale do Mucuri;31015;Teæfilo Otoni;0,232;0,389;0,555
314537;31;MG;Sudeste;3102;Norte de Minas;31005;Salinas;0,231;0,441;0,616
314540;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,315;0,53;0,636
314545;31;MG;Sudeste;3102;Norte de Minas;31009;Bocai∑va;0,276;0,406;0,626
314550;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31054;S“o Louren˛o;0,447;0,561;0,674
314560;31;MG;Sudeste;3109;Oeste de Minas;31046;Oliveira;0,464;0,601;0,699
314570;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,326;0,518;0,635
314580;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31029;Parﬂ de Minas;0,327;0,566;0,663
314585;31;MG;Sudeste;3112;Zona da Mata;31060;Ponte Nova;0,381;0,494;0,637
314587;31;MG;Sudeste;3112;Zona da Mata;31063;Muria⁄;0,289;0,459;0,562
314590;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31034;Conselheiro Lafaiete;0,564;0,686;0,764
314600;31;MG;Sudeste;3110;Sul/Sudoeste de Minas;31051;Po˛os de Caldas;0,471;0,652;0,722
314610;31;MG;Sudeste;3107;Metropolitana de Belo Horizonte;31033;Ouro Preto;0,491;0,64;0,741
314620;31;MG;Sudeste;3104;Vale do Mucuri;31015;Teæfilo Otoni;0,253;0,464;0,595
314625;31;MG;Sudeste;3102;Norte de Minas;31008;Gr“o Mogol;0,257;0,439;0,599
314630;31;MG;Sudeste;3103;Jequitinhonha;31012;Ara˛ua›;0,266;0,442;0,596
314640;31;MG;Sudeste;3106;Central Mineira;31024;Tr€s Marias;0,405;0,564;0,669
314650;31;MG;Sudeste;3109;Oeste de Minas;31044;Formiga;0,464;0,635;0,728
314655;31;MG;Sudeste;3102;Norte de Minas;31004;Jana∑ba;0,196;0,408;0,59
314660;31;MG;Sudeste;3112;Zona da Mata;31065;Juiz de Fora;0,446;0,601;0,72
314670;31;MG;Sudeste;3112;Zona da Mata;31066;Cataguases;0,437;0,608;0,703
314675;31;MG;Sudeste;3103;Jequitinhonha;31014;Almenara;0,296;0,419;0,565
